Ping: 20.457 ms
Download: 29.74 Mbit/s
Upload: 22.96 Mbit/s
Ping: 21.286 ms
Download: 29.56 Mbit/s
Upload: 20.14 Mbit/s
Ping: 23.713 ms
Download: 33.45 Mbit/s
Upload: 2.70 Mbit/s
Ping: 21.981 ms
Download: 32.71 Mbit/s
Upload: 21.00 Mbit/s
Ping: 21.978 ms
Download: 34.24 Mbit/s
Upload: 20.21 Mbit/s
Ping: 24.602 ms
Download: 34.24 Mbit/s
Upload: 21.80 Mbit/s
Ping: 21.792 ms
Download: 33.45 Mbit/s
Upload: 21.30 Mbit/s
Ping: 21.814 ms
Download: 30.60 Mbit/s
Upload: 18.22 Mbit/s
Ping: 22.312 ms
Download: 33.86 Mbit/s
Upload: 20.14 Mbit/s
Ping: 21.325 ms
Download: 33.13 Mbit/s
Upload: 21.44 Mbit/s
Ping: 23.035 ms
Download: 28.32 Mbit/s
Upload: 20.60 Mbit/s
Ping: 23.191 ms
Download: 32.64 Mbit/s
Upload: 20.86 Mbit/s
Ping: 23.421 ms
Download: 31.92 Mbit/s
Upload: 1.03 Mbit/s
Ping: 23.427 ms
Download: 27.96 Mbit/s
Upload: 19.97 Mbit/s
Ping: 21.639 ms
Download: 34.01 Mbit/s
Upload: 14.11 Mbit/s
Ping: 23.163 ms
Download: 31.61 Mbit/s
Upload: 11.77 Mbit/s
Ping: 22.066 ms
Download: 29.98 Mbit/s
Upload: 14.62 Mbit/s
Ping: 31.671 ms
Download: 27.69 Mbit/s
Upload: 16.24 Mbit/s
Ping: 25.386 ms
Download: 33.99 Mbit/s
Upload: 20.69 Mbit/s
Ping: 22.514 ms
Download: 33.38 Mbit/s
Upload: 17.83 Mbit/s
Ping: 21.95 ms
Download: 34.62 Mbit/s
Upload: 19.43 Mbit/s
Ping: 22.703 ms
Download: 32.84 Mbit/s
Upload: 19.82 Mbit/s
Ping: 22.953 ms
Download: 33.54 Mbit/s
Upload: 15.10 Mbit/s
Ping: 21.524 ms
Download: 34.07 Mbit/s
Upload: 21.15 Mbit/s
Ping: 21.602 ms
Download: 33.89 Mbit/s
Upload: 20.67 Mbit/s
Ping: 22.452 ms
Download: 34.24 Mbit/s
Upload: 18.01 Mbit/s
Ping: 25.161 ms
Download: 33.66 Mbit/s
Upload: 20.82 Mbit/s
Ping: 23.301 ms
Download: 35.62 Mbit/s
Upload: 22.37 Mbit/s
Ping: 20.857 ms
Download: 34.38 Mbit/s
Upload: 21.79 Mbit/s
Ping: 21.819 ms
Download: 32.54 Mbit/s
Upload: 21.42 Mbit/s
Ping: 24.276 ms
Download: 34.60 Mbit/s
Upload: 20.07 Mbit/s
Ping: 21.677 ms
Download: 34.00 Mbit/s
Upload: 21.10 Mbit/s
Ping: 23.574 ms
Download: 34.06 Mbit/s
Upload: 21.25 Mbit/s
Ping: 23.074 ms
Download: 32.76 Mbit/s
Upload: 21.76 Mbit/s
Ping: 23.495 ms
Download: 33.86 Mbit/s
Upload: 21.41 Mbit/s
Ping: 23.937 ms
Download: 32.39 Mbit/s
Upload: 19.79 Mbit/s
Ping: 22.222 ms
Download: 32.28 Mbit/s
Upload: 20.81 Mbit/s
Ping: 22.622 ms
Download: 35.14 Mbit/s
Upload: 21.94 Mbit/s
Ping: 21.618 ms
Download: 32.71 Mbit/s
Upload: 22.05 Mbit/s
Ping: 23.842 ms
Download: 34.44 Mbit/s
Upload: 16.33 Mbit/s
Ping: 21.892 ms
Download: 34.62 Mbit/s
Upload: 21.04 Mbit/s
Ping: 25.833 ms
Download: 34.44 Mbit/s
Upload: 21.45 Mbit/s
Ping: 22.331 ms
Download: 34.48 Mbit/s
Upload: 20.34 Mbit/s
Ping: 21.904 ms
Download: 34.19 Mbit/s
Upload: 18.83 Mbit/s
Ping: 21.813 ms
Download: 34.46 Mbit/s
Upload: 21.46 Mbit/s
Ping: 22.1 ms
Download: 33.43 Mbit/s
Upload: 20.81 Mbit/s
Ping: 21.123 ms
Download: 34.47 Mbit/s
Upload: 21.22 Mbit/s
Ping: 22.552 ms
Download: 34.63 Mbit/s
Upload: 21.73 Mbit/s
Ping: 21.158 ms
Download: 33.82 Mbit/s
Upload: 19.76 Mbit/s
Ping: 23.351 ms
Download: 34.35 Mbit/s
Upload: 20.34 Mbit/s
Ping: 21.622 ms
Download: 34.71 Mbit/s
Upload: 19.70 Mbit/s
Ping: 21.957 ms
Download: 34.81 Mbit/s
Upload: 18.67 Mbit/s
Ping: 21.072 ms
Download: 32.33 Mbit/s
Upload: 12.74 Mbit/s
Ping: 22.275 ms
Download: 33.57 Mbit/s
Upload: 21.59 Mbit/s
Ping: 25.12 ms
Download: 34.42 Mbit/s
Upload: 21.39 Mbit/s
Ping: 24.531 ms
Download: 34.40 Mbit/s
Upload: 21.01 Mbit/s
Ping: 27.201 ms
Download: 30.43 Mbit/s
Upload: 13.84 Mbit/s
Ping: 25.256 ms
Download: 26.84 Mbit/s
Upload: 13.93 Mbit/s
Ping: 21.276 ms
Download: 31.02 Mbit/s
Upload: 18.16 Mbit/s
Ping: 25.17 ms
Download: 31.89 Mbit/s
Upload: 21.32 Mbit/s
Ping: 22.137 ms
Download: 34.34 Mbit/s
Upload: 21.35 Mbit/s
Ping: 21.243 ms
Download: 34.84 Mbit/s
Upload: 21.65 Mbit/s
Ping: 29.345 ms
Download: 33.67 Mbit/s
Upload: 18.38 Mbit/s
Ping: 21.084 ms
Download: 32.88 Mbit/s
Upload: 21.56 Mbit/s
Ping: 22.86 ms
Download: 33.58 Mbit/s
Upload: 20.22 Mbit/s
Ping: 25.183 ms
Download: 32.10 Mbit/s
Upload: 21.67 Mbit/s
Ping: 24.608 ms
Download: 34.01 Mbit/s
Upload: 21.69 Mbit/s
Ping: 21.765 ms
Download: 33.91 Mbit/s
Upload: 20.69 Mbit/s
Ping: 21.516 ms
Download: 33.63 Mbit/s
Upload: 21.65 Mbit/s
Ping: 21.401 ms
Download: 35.70 Mbit/s
Upload: 21.13 Mbit/s
Ping: 21.218 ms
Download: 32.56 Mbit/s
Upload: 19.52 Mbit/s
Ping: 25.2 ms
Download: 35.36 Mbit/s
Upload: 21.44 Mbit/s
Ping: 21.58 ms
Download: 34.29 Mbit/s
Upload: 21.64 Mbit/s
Ping: 21.964 ms
Download: 32.13 Mbit/s
Upload: 20.50 Mbit/s
Ping: 24.537 ms
Download: 33.59 Mbit/s
Upload: 20.30 Mbit/s
Ping: 24.703 ms
Download: 30.32 Mbit/s
Upload: 20.57 Mbit/s
Ping: 25.228 ms
Download: 34.13 Mbit/s
Upload: 21.66 Mbit/s
Ping: 21.477 ms
Download: 31.73 Mbit/s
Upload: 21.62 Mbit/s
Ping: 22.375 ms
Download: 32.83 Mbit/s
Upload: 20.38 Mbit/s
Ping: 24.735 ms
Download: 29.59 Mbit/s
Upload: 11.28 Mbit/s
Ping: 31.025 ms
Download: 35.04 Mbit/s
Upload: 21.68 Mbit/s
Ping: 21.166 ms
Download: 34.31 Mbit/s
Upload: 21.73 Mbit/s
Ping: 22.994 ms
Download: 32.84 Mbit/s
Upload: 18.49 Mbit/s
Ping: 25.373 ms
Download: 33.02 Mbit/s
Upload: 18.15 Mbit/s
Ping: 22.802 ms
Download: 33.38 Mbit/s
Upload: 20.26 Mbit/s
Ping: 21.577 ms
Download: 24.97 Mbit/s
Upload: 20.29 Mbit/s
Ping: 24.01 ms
Download: 32.31 Mbit/s
Upload: 18.77 Mbit/s
Ping: 22.366 ms
Download: 32.35 Mbit/s
Upload: 16.76 Mbit/s
Ping: 25.158 ms
Download: 32.94 Mbit/s
Upload: 21.38 Mbit/s
Ping: 21.696 ms
Download: 35.11 Mbit/s
Upload: 21.40 Mbit/s
Ping: 21.636 ms
Download: 31.82 Mbit/s
Upload: 20.60 Mbit/s
Ping: 23.538 ms
Download: 13.60 Mbit/s
Upload: 17.30 Mbit/s
Ping: 22.099 ms
Download: 28.38 Mbit/s
Upload: 12.35 Mbit/s
Ping: 22.669 ms
Download: 34.83 Mbit/s
Upload: 20.72 Mbit/s
Ping: 21.663 ms
Download: 33.58 Mbit/s
Upload: 21.35 Mbit/s
Ping: 22.951 ms
Download: 32.41 Mbit/s
Upload: 20.51 Mbit/s
Ping: 25.749 ms
Download: 33.76 Mbit/s
Upload: 21.42 Mbit/s
Ping: 25.339 ms
Download: 33.35 Mbit/s
Upload: 21.64 Mbit/s
Ping: 24.704 ms
Download: 34.00 Mbit/s
Upload: 21.20 Mbit/s
Ping: 21.607 ms
Download: 32.03 Mbit/s
Upload: 21.74 Mbit/s
Ping: 22.13 ms
Download: 32.73 Mbit/s
Upload: 21.19 Mbit/s
Ping: 22.562 ms
Download: 33.72 Mbit/s
Upload: 16.43 Mbit/s
Ping: 23.878 ms
Download: 23.07 Mbit/s
Upload: 12.25 Mbit/s
Ping: 25.091 ms
Download: 29.24 Mbit/s
Upload: 9.18 Mbit/s
Ping: 25.981 ms
Download: 30.93 Mbit/s
Upload: 7.99 Mbit/s
Ping: 44.142 ms
Download: 28.02 Mbit/s
Upload: 19.63 Mbit/s
Ping: 25.165 ms
Download: 33.46 Mbit/s
Upload: 20.42 Mbit/s
Ping: 21.314 ms
Download: 29.82 Mbit/s
Upload: 12.25 Mbit/s
Ping: 21.9 ms
Download: 33.72 Mbit/s
Upload: 20.91 Mbit/s
Ping: 23.276 ms
Download: 33.33 Mbit/s
Upload: 21.43 Mbit/s
Ping: 23.722 ms
Download: 33.38 Mbit/s
Upload: 20.66 Mbit/s
Ping: 23.978 ms
Download: 33.57 Mbit/s
Upload: 20.58 Mbit/s
Ping: 22.287 ms
Download: 34.49 Mbit/s
Upload: 19.47 Mbit/s
Ping: 24.008 ms
Download: 25.92 Mbit/s
Upload: 16.42 Mbit/s
Ping: 22.096 ms
Download: 29.88 Mbit/s
Upload: 20.29 Mbit/s
Ping: 22.024 ms
Download: 32.54 Mbit/s
Upload: 21.25 Mbit/s
Ping: 23.441 ms
Download: 33.56 Mbit/s
Upload: 21.31 Mbit/s
Ping: 24.281 ms
Download: 33.76 Mbit/s
Upload: 21.13 Mbit/s
Ping: 32.32 ms
Download: 30.11 Mbit/s
Upload: 18.31 Mbit/s
Ping: 23.154 ms
Download: 31.20 Mbit/s
Upload: 21.45 Mbit/s
Ping: 24.965 ms
Download: 32.12 Mbit/s
Upload: 20.76 Mbit/s
Ping: 25.139 ms
Download: 32.22 Mbit/s
Upload: 20.95 Mbit/s
Ping: 21.389 ms
Download: 33.48 Mbit/s
Upload: 19.92 Mbit/s
Ping: 21.716 ms
Download: 33.21 Mbit/s
Upload: 16.65 Mbit/s
Ping: 26.577 ms
Download: 33.46 Mbit/s
Upload: 21.16 Mbit/s
Ping: 25.487 ms
Download: 34.95 Mbit/s
Upload: 21.40 Mbit/s
Ping: 29.084 ms
Download: 35.67 Mbit/s
Upload: 20.96 Mbit/s
Ping: 22.73 ms
Download: 35.34 Mbit/s
Upload: 21.59 Mbit/s
Ping: 20.802 ms
Download: 35.73 Mbit/s
Upload: 22.80 Mbit/s
Ping: 21.475 ms
Download: 19.20 Mbit/s
Upload: 18.04 Mbit/s
Ping: 21.658 ms
Download: 36.03 Mbit/s
Upload: 23.30 Mbit/s
Ping: 21.522 ms
Download: 36.07 Mbit/s
Upload: 22.12 Mbit/s
Ping: 21.886 ms
Download: 35.91 Mbit/s
Upload: 23.51 Mbit/s
Ping: 22.532 ms
Download: 36.85 Mbit/s
Upload: 23.01 Mbit/s
Ping: 21.53 ms
Download: 35.74 Mbit/s
Upload: 22.03 Mbit/s
Ping: 21.889 ms
Download: 36.57 Mbit/s
Upload: 22.22 Mbit/s
Ping: 21.153 ms
Download: 34.79 Mbit/s
Upload: 22.69 Mbit/s
Ping: 21.059 ms
Download: 35.73 Mbit/s
Upload: 22.21 Mbit/s
Ping: 21.23 ms
Download: 34.19 Mbit/s
Upload: 22.51 Mbit/s
Ping: 21.427 ms
Download: 35.41 Mbit/s
Upload: 19.26 Mbit/s
Ping: 23.222 ms
Download: 36.14 Mbit/s
Upload: 23.11 Mbit/s
Ping: 19.815 ms
Download: 34.18 Mbit/s
Upload: 19.16 Mbit/s
Ping: 20.805 ms
Download: 34.37 Mbit/s
Upload: 23.26 Mbit/s
Ping: 20.293 ms
Download: 34.62 Mbit/s
Upload: 21.95 Mbit/s
Ping: 23.333 ms
Download: 35.55 Mbit/s
Upload: 23.47 Mbit/s
Ping: 22.096 ms
Download: 34.53 Mbit/s
Upload: 23.61 Mbit/s
Ping: 20.255 ms
Download: 34.70 Mbit/s
Upload: 23.43 Mbit/s
Ping: 20.195 ms
Download: 35.97 Mbit/s
Upload: 2.19 Mbit/s
Ping: 21.235 ms
Download: 35.64 Mbit/s
Upload: 23.03 Mbit/s
Ping: 20.072 ms
Download: 35.81 Mbit/s
Upload: 23.28 Mbit/s
Ping: 21.409 ms
